-4.37114e-08,0,-1,0,0,1,0,0,1,0,-4.37114e-08,0,-28.12,10,-64.84,1|
-0.374607,0,-0.927185,0,0,1,0,0,0.927185,0,-0.374607,0,21.6017,11.0041,-84.7145,1|
0.694659,0,-0.719341,0,0,1,0,0,0.719341,0,0.694659,0,62.3383,17.0193,-87.9503,1|
0.992549,0,0.12187,0,0,1,0,0,-0.12187,0,0.992549,0,92.2955,17.9066,-43.695,1|
0.156435,0,0.987692,0,0,1,0,0,-0.987692,0,0.156435,0,70.4882,17.8046,14.5893,1|
-0.587788,0,0.809021,0,0,1,0,0,-0.809021,0,-0.587788,0,27.9175,11.1434,16.5924,1|
-0.766048,0,0.642791,0,0,1,0,0,-0.642791,0,-0.766048,0,-3.96773,10,-14.8074,1|
0.996202,0,-0.0871564,0,0,1,0,0,0.0871564,0,0.996202,0,-69.435,10,-17.4166,1|
0.292374,0,-0.956314,0,0,1,0,0,0.956314,0,0.292374,0,-57.81,10,55.3255,1|
-0.0174529,0,-0.999857,0,0,1,0,0,0.999857,0,-0.0174529,0,-11.7377,10,62.1164,1|
-0.17365,0,-0.984818,0,0,1,0,0,0.984818,0,-0.17365,0,40.6557,10,44.5861,1|
0.951067,0,-0.309021,0,0,1,0,0,0.309021,0,0.951067,0,82.3008,10,47.0242,1|
-0.0174522,0,0.999862,0,0,1,0,0,-0.999862,0,-0.0174522,0,97.0399,10,85.2161,1|
-0.0174522,0,0.999862,0,0,1,0,0,-0.999862,0,-0.0174522,0,-40.9411,10,82.8083,1|
-0.998646,0,0.0523372,0,0,1,0,0,-0.0523372,0,-0.998646,0,-83.924,10.052,78.1897,1|
-0.992563,0,-0.121871,0,0,1,0,0,0.121871,0,-0.992563,0,-89.3858,15.0312,-42.6161,1|
-0.0174533,0,-0.999868,0,0,1,0,0,0.999868,0,-0.0174533,0,-88.0762,10.4935,-63.8985,1|
-0.0174533,0,-0.999868,0,0,1,0,0,0.999868,0,-0.0174533,0,-21.0851,10,-65.068,1|
